EmpId,Date,Present,IsManual,InTime,OutTime,InDiff,OutDiff,IsLate,EarlyDeparture,MachineNo,IPAddress
E0034,2025-03-26,True,False,10:37:00,19:59:20,7.0,-0.67,True,True,M03,192.168.1.20
E0035,2025-03-26,True,False,10:21:06,20:05:31,-8.9,5.52,False,False,M02,192.168.1.15
E0036,2025-03-26,True,False,10:23:16,20:13:35,-6.73,13.58,False,False,M01,192.168.1.10
E0037,2025-03-26,True,False,10:38:27,19:48:36,8.45,-11.4,True,True,M03,192.168.1.20
E0038,2025-03-26,True,False,10:17:14,20:10:23,-12.77,10.38,False,False,M03,192.168.1.20
E0039,2025-03-26,True,False,10:36:43,19:57:41,6.72,-2.32,True,True,M01,192.168.1.10
E0040,2025-03-26,True,False,10:20:07,20:03:06,-9.88,3.1,False,False,M01,192.168.1.10
E0041,2025-03-26,True,False,10:30:03,19:52:38,0.05,-7.37,True,True,M02,192.168.1.15
E0042,2025-03-26,False,,,,,,,,,
E0043,2025-03-26,True,False,10:20:16,20:05:15,-9.73,5.25,False,False,M03,192.168.1.20
E0044,2025-03-26,True,False,10:31:52,20:01:15,1.87,1.25,True,False,M01,192.168.1.10
E0045,2025-03-26,True,False,,20:25:46,,25.77,,False,M03,192.168.1.20
E0046,2025-03-26,False,,,,,,,,,
E0047,2025-03-26,True,False,10:25:07,19:55:59,-4.88,-4.02,False,True,M01,192.168.1.10
E0048,2025-03-26,True,False,10:34:08,19:47:51,4.13,-12.15,True,True,M02,192.168.1.15
E0049,2025-03-26,True,False,10:29:12,20:03:56,-0.8,3.93,False,False,M01,192.168.1.10
E0050,2025-03-26,True,False,10:25:58,19:36:50,-4.03,-23.17,False,True,M01,192.168.1.10
E0051,2025-03-26,True,False,10:39:00,20:19:14,9.0,19.23,True,False,M02,192.168.1.15
E0052,2025-03-26,True,False,10:32:15,19:44:07,2.25,-15.88,True,True,M01,192.168.1.10
E0053,2025-03-26,True,False,10:34:21,20:12:09,4.35,12.15,True,False,M01,192.168.1.10
E0054,2025-03-26,True,False,10:33:08,19:51:32,3.13,-8.47,True,True,M01,192.168.1.10
E0055,2025-03-26,True,False,10:30:32,19:37:54,0.53,-22.1,True,True,M03,192.168.1.20
E0056,2025-03-26,True,False,10:19:01,19:56:16,-10.98,-3.73,False,True,M02,192.168.1.15
E0057,2025-03-26,True,False,10:39:42,20:07:47,9.7,7.78,True,False,M01,192.168.1.10
E0058,2025-03-26,True,False,10:29:30,,-0.5,,False,,M03,192.168.1.20
E0059,2025-03-26,True,False,10:39:56,19:42:32,9.93,-17.47,True,True,M02,192.168.1.15
E0060,2025-03-26,True,False,10:37:03,20:10:17,7.05,10.28,True,False,M01,192.168.1.10
E0061,2025-03-26,True,False,10:35:23,19:59:08,5.38,-0.87,True,True,M03,192.168.1.20
E0062,2025-03-26,True,False,10:25:43,19:57:10,-4.28,-2.83,False,True,M03,192.168.1.20
E0063,2025-03-26,True,False,10:29:25,19:41:40,-0.58,-18.33,False,True,M01,192.168.1.10
E0064,2025-03-26,True,False,10:43:22,20:14:12,13.37,14.2,True,False,M01,192.168.1.10
E0065,2025-03-26,True,False,10:17:56,17:05:23,-12.07,-174.62,False,True,M02,192.168.1.15
E0066,2025-03-26,True,False,10:42:49,20:16:16,12.82,16.27,True,False,M01,192.168.1.10
E0067,2025-03-26,True,False,10:32:10,19:42:25,2.17,-17.58,True,True,M03,192.168.1.20
E0068,2025-03-26,True,False,10:11:05,20:03:04,-18.92,3.07,False,False,M03,192.168.1.20
E0069,2025-03-26,True,False,10:39:26,17:29:04,9.43,-150.93,True,True,M01,192.168.1.10
E0070,2025-03-26,True,False,10:30:12,19:49:58,0.2,-10.03,True,True,M03,192.168.1.20
E0071,2025-03-26,True,False,10:29:13,19:38:48,-0.78,-21.2,False,True,M03,192.168.1.20
E0072,2025-03-26,True,False,10:32:48,19:46:57,2.8,-13.05,True,True,M02,192.168.1.15
E0073,2025-03-26,True,False,10:32:50,19:47:05,2.83,-12.92,True,True,M02,192.168.1.15
E0074,2025-03-26,True,False,10:31:55,19:33:53,1.92,-26.12,True,True,M02,192.168.1.15
E0075,2025-03-26,True,False,10:37:15,19:26:49,7.25,-33.18,True,True,M01,192.168.1.10
E0076,2025-03-26,True,False,10:31:31,20:02:12,1.52,2.2,True,False,M01,192.168.1.10
E0077,2025-03-26,True,False,10:45:39,20:26:16,15.65,26.27,True,False,M01,192.168.1.10
E0078,2025-03-26,True,False,10:37:06,19:59:33,7.1,-0.45,True,True,M02,192.168.1.15
E0079,2025-03-26,True,False,10:30:47,19:58:40,0.78,-1.33,True,True,M02,192.168.1.15
E0080,2025-03-26,True,False,10:42:23,20:11:55,12.38,11.92,True,False,M01,192.168.1.10
E0081,2025-03-26,True,False,10:17:32,19:44:41,-12.47,-15.32,False,True,M02,192.168.1.15
E0082,2025-03-26,True,False,10:43:07,20:14:24,13.12,14.4,True,False,M03,192.168.1.20
E0083,2025-03-26,True,False,10:21:21,17:30:29,-8.65,-149.52,False,True,M03,192.168.1.20
E0084,2025-03-26,True,False,10:30:16,19:39:03,0.27,-20.95,True,True,M02,192.168.1.15
E0085,2025-03-26,False,,,,,,,,,
E0086,2025-03-26,True,False,10:24:13,20:19:54,-5.78,19.9,False,False,M03,192.168.1.20
E0087,2025-03-26,True,False,10:37:20,19:35:19,7.33,-24.68,True,True,M01,192.168.1.10
E0088,2025-03-26,False,,,,,,,,,
E0089,2025-03-26,True,False,10:27:36,19:34:15,-2.4,-25.75,False,True,M01,192.168.1.10
E0090,2025-03-26,True,False,10:33:06,20:10:32,3.1,10.53,True,False,M03,192.168.1.20
E0091,2025-03-26,True,False,10:35:52,19:40:50,5.87,-19.17,True,True,M01,192.168.1.10
E0092,2025-03-26,True,False,10:41:50,19:36:08,11.83,-23.87,True,True,M03,192.168.1.20
E0093,2025-03-26,True,False,10:31:49,19:39:44,1.82,-20.27,True,True,M01,192.168.1.10
E0094,2025-03-26,True,False,10:40:21,20:14:26,10.35,14.43,True,False,M02,192.168.1.15
E0095,2025-03-26,True,False,10:44:31,20:13:23,14.52,13.38,True,False,M03,192.168.1.20
E0096,2025-03-26,True,False,10:38:26,20:00:48,8.43,0.8,True,False,M03,192.168.1.20
E0097,2025-03-26,True,False,10:28:45,20:09:20,-1.25,9.33,False,False,M03,192.168.1.20
E0098,2025-03-26,True,False,,20:08:24,,8.4,,False,M01,192.168.1.10
E0099,2025-03-26,True,False,10:26:35,19:56:45,-3.42,-3.25,False,True,M03,192.168.1.20
E0100,2025-03-26,True,False,10:18:33,20:07:27,-11.45,7.45,False,False,M02,192.168.1.15
E0001,2025-03-27,True,False,10:18:48,20:03:49,-11.2,3.82,False,False,M01,192.168.1.10
E0002,2025-03-27,True,False,10:33:47,19:34:58,3.78,-25.03,True,True,M02,192.168.1.15
E0003,2025-03-27,True,False,10:30:55,19:40:34,0.92,-19.43,True,True,M02,192.168.1.15
E0004,2025-03-27,False,,,,,,,,,
E0005,2025-03-27,True,False,10:25:47,20:19:26,-4.22,19.43,False,False,M04_HQ,10.0.0.5
E0006,2025-03-27,True,False,10:20:58,19:38:51,-9.03,-21.15,False,True,M01,192.168.1.10
E0007,2025-03-27,True,False,10:40:37,19:59:22,10.62,-0.63,True,True,M01,192.168.1.10
E0008,2025-03-27,True,False,10:29:24,19:32:31,-0.6,-27.48,False,True,M01,192.168.1.10
E0009,2025-03-27,True,False,10:33:27,20:02:30,3.45,2.5,True,False,M02,192.168.1.15
E0010,2025-03-27,True,False,10:22:17,20:06:20,-7.72,6.33,False,False,M03,192.168.1.20
E0011,2025-03-27,True,False,10:40:03,20:14:00,10.05,14.0,True,False,M02,192.168.1.15
E0012,2025-03-27,True,False,10:44:51,20:15:04,14.85,15.07,True,False,M01,192.168.1.10
E0013,2025-03-27,True,False,10:30:54,19:51:37,0.9,-8.38,True,True,M01,192.168.1.10
E0014,2025-03-27,True,False,10:47:22,19:38:00,17.37,-22.0,True,True,M02,192.168.1.15
E0015,2025-03-27,True,False,10:14:46,20:05:43,-15.23,5.72,False,False,M02,192.168.1.15
E0016,2025-03-27,True,False,10:46:35,20:18:17,16.58,18.28,True,False,M02,192.168.1.15
E0017,2025-03-27,True,False,10:22:23,20:00:33,-7.62,0.55,False,False,M01,192.168.1.10
E0018,2025-03-27,True,False,10:47:16,20:20:24,17.27,20.4,True,False,M03,192.168.1.20
E0019,2025-03-27,True,False,10:36:51,19:43:33,6.85,-16.45,True,True,M02,192.168.1.15
E0020,2025-03-27,True,False,10:27:36,19:51:46,-2.4,-8.23,False,True,M03,192.168.1.20
E0021,2025-03-27,True,False,10:43:35,19:56:42,13.58,-3.3,True,True,M01,192.168.1.10
E0022,2025-03-27,True,False,10:24:18,19:36:55,-5.7,-23.08,False,True,M03,192.168.1.20
E0023,2025-03-27,True,False,10:32:11,19:38:22,2.18,-21.63,True,True,M01,192.168.1.10
E0024,2025-03-27,True,False,10:37:45,19:41:30,7.75,-18.5,True,True,M03,192.168.1.20
E0025,2025-03-27,True,False,10:29:14,19:48:48,-0.77,-11.2,False,True,M02,192.168.1.15
E0026,2025-03-27,True,False,10:27:15,19:43:44,-2.75,-16.27,False,True,M02,192.168.1.15
E0027,2025-03-27,True,False,,20:12:22,,12.37,,False,M03,192.168.1.20
E0028,2025-03-27,True,False,13:03:05,22:22:46,153.08,142.77,True,False,M03,192.168.1.20
E0029,2025-03-27,False,,,,,,,,,
E0030,2025-03-27,True,True,10:30:00,20:00:00,0.0,0.0,False,False,M01,192.168.1.10
E0031,2025-03-27,True,False,10:10:43,20:01:11,-19.28,1.18,False,False,M02,192.168.1.15
E0032,2025-03-27,False,,,,,,,,,
E0033,2025-03-27,True,False,10:23:41,20:02:27,-6.32,2.45,False,False,M01,192.168.1.10
E0034,2025-03-27,True,False,10:19:29,20:00:37,-10.52,0.62,False,False,M03,192.168.1.20
E0035,2025-03-27,True,False,10:29:27,20:07:24,-0.55,7.4,False,False,M02,192.168.1.15
E0036,2025-03-27,True,False,10:27:11,17:19:38,-2.82,-160.37,False,True,M01,192.168.1.10
E0037,2025-03-27,True,False,10:25:58,,-4.03,,False,,M03,192.168.1.20
E0038,2025-03-27,True,False,10:13:09,20:10:24,-16.85,10.4,False,False,M03,192.168.1.20
E0039,2025-03-27,True,False,10:25:29,20:12:29,-4.52,12.48,False,False,M01,192.168.1.10
E0040,2025-03-27,True,False,10:41:13,20:06:28,11.22,6.47,True,False,M01,192.168.1.10
E0041,2025-03-27,True,False,10:42:23,20:21:36,12.38,21.6,True,False,M02,192.168.1.15
E0042,2025-03-27,True,False,10:48:04,20:12:10,18.07,12.17,True,False,M01,192.168.1.10
E0043,2025-03-27,True,False,,20:01:33,,1.55,,False,M03,192.168.1.20
E0044,2025-03-27,True,False,10:32:40,20:06:08,2.67,6.13,True,False,M01,192.168.1.10
E0045,2025-03-27,True,False,10:44:23,20:10:02,14.38,10.03,True,False,M03,192.168.1.20
E0046,2025-03-27,False,,,,,,,,,
E0047,2025-03-27,True,False,10:46:27,20:00:50,16.45,0.83,True,False,M01,192.168.1.10
E0048,2025-03-27,True,False,10:30:54,20:01:46,0.9,1.77,True,False,M02,192.168.1.15
E0049,2025-03-27,True,False,10:29:50,19:41:44,-0.17,-18.27,False,True,M01,192.168.1.10
E0050,2025-03-27,True,False,10:35:06,20:01:19,5.1,1.32,True,False,M01,192.168.1.10
E0051,2025-03-27,True,False,10:23:04,19:43:33,-6.93,-16.45,False,True,M02,192.168.1.15
E0052,2025-03-27,True,False,10:32:26,20:05:50,2.43,5.83,True,False,M01,192.168.1.10
E0053,2025-03-27,True,False,13:58:13,23:28:53,208.22,208.88,True,False,M01,192.168.1.10
E0054,2025-03-27,True,False,,19:51:17,,-8.72,,True,M01,192.168.1.10
E0055,2025-03-27,True,False,10:43:42,20:11:47,13.7,11.78,True,False,M03,192.168.1.20
E0056,2025-03-27,True,False,10:30:55,19:57:34,0.92,-2.43,True,True,M02,192.168.1.15
E0057,2025-03-27,False,,,,,,,,,
E0058,2025-03-27,True,True,10:30:00,20:00:00,0.0,0.0,False,False,M03,192.168.1.20
E0059,2025-03-27,True,False,10:24:29,20:06:38,-5.52,6.63,False,False,M02,192.168.1.15
E0060,2025-03-27,True,False,10:28:52,20:16:54,-1.13,16.9,False,False,M01,192.168.1.10
E0061,2025-03-27,True,False,10:32:34,19:54:54,2.57,-5.1,True,True,M03,192.168.1.20
E0062,2025-03-27,True,False,10:41:26,20:16:47,11.43,16.78,True,False,M03,192.168.1.20
E0063,2025-03-27,True,False,10:32:20,20:01:47,2.33,1.78,True,False,M01,192.168.1.10
E0064,2025-03-27,False,,,,,,,,,
E0065,2025-03-27,True,False,10:27:02,19:32:06,-2.97,-27.9,False,True,M02,192.168.1.15
E0066,2025-03-27,True,False,10:36:05,19:49:05,6.08,-10.92,True,True,M01,192.168.1.10
E0067,2025-03-27,True,False,10:30:29,19:53:12,0.48,-6.8,True,True,M03,192.168.1.20
E0068,2025-03-27,True,False,10:20:32,18:00:40,-9.47,-119.33,False,True,M03,192.168.1.20
E0069,2025-03-27,False,,,,,,,,,
E0070,2025-03-27,True,False,10:26:36,20:04:32,-3.4,4.53,False,False,M03,192.168.1.20
E0071,2025-03-27,True,False,10:31:43,19:51:34,1.72,-8.43,True,True,M03,192.168.1.20
E0072,2025-03-27,True,False,10:21:36,19:57:41,-8.4,-2.32,False,True,M02,192.168.1.15
E0073,2025-03-27,True,False,10:29:17,20:00:49,-0.72,0.82,False,False,M02,192.168.1.15
E0074,2025-03-27,True,False,10:16:55,20:03:03,-13.08,3.05,False,False,M02,192.168.1.15
E0075,2025-03-27,True,False,10:32:58,20:00:55,2.97,0.92,True,False,M01,192.168.1.10
E0076,2025-03-27,True,False,10:39:11,20:17:04,9.18,17.07,True,False,M01,192.168.1.10
E0077,2025-03-27,False,,,,,,,,,
E0078,2025-03-27,True,False,10:21:21,20:08:34,-8.65,8.57,False,False,M02,192.168.1.15
E0079,2025-03-27,True,False,10:29:36,19:38:24,-0.4,-21.6,False,True,M02,192.168.1.15
E0080,2025-03-27,True,False,10:32:38,19:43:31,2.63,-16.48,True,True,M01,192.168.1.10
E0081,2025-03-27,True,False,10:36:32,20:00:46,6.53,0.77,True,False,M02,192.168.1.15
E0082,2025-03-27,True,False,10:24:59,20:03:29,-5.02,3.48,False,False,M03,192.168.1.20
E0083,2025-03-27,True,False,10:37:38,20:03:29,7.63,3.48,True,False,M03,192.168.1.20
E0084,2025-03-27,True,False,10:32:46,20:21:01,2.77,21.02,True,False,M02,192.168.1.15
E0085,2025-03-27,True,False,10:25:46,19:43:50,-4.23,-16.17,False,True,M02,192.168.1.15
E0086,2025-03-27,True,False,10:48:49,20:18:24,18.82,18.4,True,False,M03,192.168.1.20
E0087,2025-03-27,True,False,10:41:58,20:16:00,11.97,16.0,True,False,M01,192.168.1.10
E0088,2025-03-27,False,,,,,,,,,
E0089,2025-03-27,True,False,10:31:16,19:42:19,1.27,-17.68,True,True,M01,192.168.1.10
E0090,2025-03-27,True,False,10:31:59,19:38:53,1.98,-21.12,True,True,M01,192.168.1.10
E0091,2025-03-27,True,False,10:28:02,20:23:34,-1.97,23.57,False,False,M01,192.168.1.10
E0092,2025-03-27,True,False,10:36:17,20:10:55,6.28,10.92,True,False,M03,192.168.1.20
E0093,2025-03-27,False,,,,,,,,,
E0094,2025-03-27,True,False,10:43:12,20:12:07,13.2,12.12,True,False,M02,192.168.1.15
E0095,2025-03-27,True,False,10:43:43,20:07:06,13.72,7.1,True,False,M03,192.168.1.20
E0096,2025-03-27,False,,,,,,,,,
E0097,2025-03-27,True,False,10:41:44,20:07:23,11.73,7.38,True,False,M03,192.168.1.20
E0098,2025-03-27,True,False,10:43:32,20:14:23,13.53,14.38,True,False,M01,192.168.1.10
E0099,2025-03-27,True,False,10:33:17,19:43:48,3.28,-16.2,True,True,M03,192.168.1.20
E0100,2025-03-27,True,False,10:24:28,20:04:18,-5.53,4.3,False,False,M02,192.168.1.15
E0001,2025-03-28,True,False,10:23:17,19:56:53,-6.72,-3.12,False,True,M01,192.168.1.10
E0002,2025-03-28,True,True,10:30:00,20:00:00,0.0,0.0,False,False,M02,192.168.1.15
E0003,2025-03-28,True,False,10:13:04,20:05:43,-16.93,5.72,False,False,M02,192.168.1.15
E0004,2025-03-28,True,False,10:33:31,20:11:52,3.52,11.87,True,False,M03,192.168.1.20
E0005,2025-03-28,True,False,10:44:25,20:18:34,14.42,18.57,True,False,M03,192.168.1.20
E0006,2025-03-28,True,False,10:28:31,19:51:00,-1.48,-9.0,False,True,M01,192.168.1.10
E0007,2025-03-28,True,False,10:35:08,19:46:00,5.13,-14.0,True,True,M01,192.168.1.10
E0008,2025-03-28,True,False,10:33:33,19:39:24,3.55,-20.6,True,True,M01,192.168.1.10
E0009,2025-03-28,True,False,10:27:51,20:01:06,-2.15,1.1,False,False,M02,192.168.1.15
E0010,2025-03-28,True,False,10:31:10,19:48:54,1.17,-11.1,True,True,M03,192.168.1.20
E0011,2025-03-28,True,False,,20:03:31,,3.52,,False,M02,192.168.1.15
E0012,2025-03-28,True,False,10:49:38,20:19:55,19.63,19.92,True,False,M01,192.168.1.10
E0013,2025-03-28,True,False,,20:09:40,,9.67,,False,M01,192.168.1.10
E0014,2025-03-28,True,False,10:45:52,20:17:04,15.87,17.07,True,False,M02,192.168.1.15
E0015,2025-03-28,True,False,10:17:39,20:07:13,-12.35,7.22,False,False,M02,192.168.1.15
E0016,2025-03-28,True,False,10:37:12,20:01:39,7.2,1.65,True,False,M02,192.168.1.15
E0017,2025-03-28,True,False,10:41:00,20:01:13,11.0,1.22,True,False,M01,192.168.1.10
E0018,2025-03-28,True,False,10:43:19,19:58:15,13.32,-1.75,True,True,M03,192.168.1.20
E0019,2025-03-28,True,False,10:23:51,20:09:36,-6.15,9.6,False,False,M02,192.168.1.15
E0020,2025-03-28,True,False,10:28:31,20:05:52,-1.48,5.87,False,False,M03,192.168.1.20
E0021,2025-03-28,True,False,10:32:14,19:53:52,2.23,-6.13,True,True,M01,192.168.1.10
E0022,2025-03-28,True,False,10:24:27,20:04:06,-5.55,4.1,False,False,M03,192.168.1.20
E0023,2025-03-28,True,False,10:43:11,20:01:34,13.18,1.57,True,False,M01,192.168.1.10
E0024,2025-03-28,True,False,10:28:38,19:37:55,-1.37,-22.08,False,True,M03,192.168.1.20
E0025,2025-03-28,True,False,10:35:48,,5.8,,True,,M02,192.168.1.15
E0026,2025-03-28,True,False,10:21:01,20:02:47,-8.98,2.78,False,False,M02,192.168.1.15
E0027,2025-03-28,True,False,10:24:35,19:50:44,-5.42,-9.27,False,True,M03,192.168.1.20
E0028,2025-03-28,True,False,10:24:31,20:04:06,-5.48,4.1,False,False,M03,192.168.1.20
E0029,2025-03-28,False,,,,,,,,,
E0030,2025-03-28,True,False,10:26:19,19:58:38,-3.68,-1.37,False,True,M01,192.168.1.10
E0031,2025-03-28,True,False,10:38:02,20:14:07,8.03,14.12,True,False,M02,192.168.1.15
E0032,2025-03-28,True,False,10:31:39,20:02:09,1.65,2.15,True,False,M03,192.168.1.20
E0033,2025-03-28,True,False,10:35:49,19:48:12,5.82,-11.8,True,True,M01,192.168.1.10
E0034,2025-03-28,True,False,10:47:57,20:26:19,17.95,26.32,True,False,M03,192.168.1.20
E0035,2025-03-28,True,False,10:26:24,19:51:22,-3.6,-8.63,False,True,M02,192.168.1.15
E0036,2025-03-28,True,False,10:31:42,20:17:22,1.7,17.37,True,False,M01,192.168.1.10
E0037,2025-03-28,True,False,10:17:48,20:09:11,-12.2,9.18,False,False,M03,192.168.1.20
E0038,2025-03-28,True,False,10:25:36,20:02:06,-4.4,2.1,False,False,M03,192.168.1.20
E0039,2025-03-28,True,False,10:31:23,19:44:33,1.38,-15.45,True,True,M01,192.168.1.10
E0040,2025-03-28,True,False,10:32:56,19:41:15,2.93,-18.75,True,True,M01,192.168.1.10
E0041,2025-03-28,True,False,10:36:01,20:04:27,6.02,4.45,True,False,M02,192.168.1.15
E0042,2025-03-28,True,False,10:42:17,20:20:06,12.28,20.1,True,False,M01,192.168.1.10
E0043,2025-03-28,True,False,10:17:09,20:04:56,-12.85,4.93,False,False,M03,192.168.1.20
E0044,2025-03-28,True,False,10:17:15,19:59:16,-12.75,-0.73,False,True,M01,192.168.1.10
E0045,2025-03-28,False,,,,,,,,,
E0046,2025-03-28,False,,,,,,,,,
E0047,2025-03-28,True,False,10:20:17,19:53:05,-9.72,-6.92,False,True,M01,192.168.1.10
E0048,2025-03-28,True,False,10:31:20,19:41:03,1.33,-18.95,True,True,M02,192.168.1.15
E0049,2025-03-28,True,False,10:26:48,19:36:24,-3.2,-23.6,False,True,M01,192.168.1.10
E0050,2025-03-28,True,False,10:32:42,19:44:10,2.7,-15.83,True,True,M01,192.168.1.10
E0051,2025-03-28,True,False,10:35:21,19:45:03,5.35,-14.95,True,True,M02,192.168.1.15
E0052,2025-03-28,True,False,10:42:31,20:16:55,12.52,16.92,True,False,M01,192.168.1.10
E0053,2025-03-28,True,False,10:30:58,20:09:51,0.97,9.85,True,False,M01,192.168.1.10
E0054,2025-03-28,False,,,,,,,,,
E0055,2025-03-28,False,,,,,,,,,
E0056,2025-03-28,True,False,10:22:13,20:04:17,-7.78,4.28,False,False,M02,192.168.1.15
E0057,2025-03-28,True,False,10:23:16,19:49:29,-6.73,-10.52,False,True,M01,192.168.1.10
E0058,2025-03-28,True,False,10:36:57,,6.95,,True,,M03,192.168.1.20
E0059,2025-03-28,True,False,10:18:08,,-11.87,,False,,M02,192.168.1.15
E0060,2025-03-28,True,False,10:25:57,19:25:52,-4.05,-34.13,False,True,M01,192.168.1.10
E0061,2025-03-28,True,False,10:25:23,20:00:50,-4.62,0.83,False,False,M03,192.168.1.20
E0062,2025-03-28,True,False,10:23:03,20:01:40,-6.95,1.67,False,False,M03,192.168.1.20
E0063,2025-03-28,True,False,10:23:39,19:59:33,-6.35,-0.45,False,True,M01,192.168.1.10
E0064,2025-03-28,True,False,10:38:20,20:06:07,8.33,6.12,True,False,M01,192.168.1.10
E0065,2025-03-28,True,False,10:30:41,19:32:04,0.68,-27.93,True,True,M02,192.168.1.15
E0066,2025-03-28,True,False,10:31:26,19:58:33,1.43,-1.45,True,True,M01,192.168.1.10
E0067,2025-03-28,True,False,10:32:13,20:00:28,2.22,0.47,True,False,M03,192.168.1.20
E0068,2025-03-28,True,False,10:19:09,20:04:27,-10.85,4.45,False,False,M03,192.168.1.20
E0069,2025-03-28,True,False,10:31:28,19:29:52,1.47,-30.13,True,True,M01,192.168.1.10
E0070,2025-03-28,True,False,10:25:39,19:46:14,-4.35,-13.77,False,True,M03,192.168.1.20
E0071,2025-03-28,True,False,10:25:40,17:53:19,-4.33,-126.68,False,True,M03,192.168.1.20
E0072,2025-03-28,True,False,10:35:19,20:02:46,5.32,2.77,True,False,M02,192.168.1.15
E0073,2025-03-28,True,False,10:30:41,20:19:24,0.68,19.4,True,False,M04_HQ,10.0.0.5
E0074,2025-03-28,True,False,10:33:18,19:46:50,3.3,-13.17,True,True,M02,192.168.1.15
E0075,2025-03-28,True,False,10:24:37,20:04:36,-5.38,4.6,False,False,M01,192.168.1.10
E0076,2025-03-28,True,False,10:32:29,19:56:58,2.48,-3.03,True,True,M01,192.168.1.10
E0077,2025-03-28,False,,,,,,,,,
E0078,2025-03-28,True,False,10:26:32,20:15:05,-3.47,15.08,False,False,M02,192.168.1.15
E0079,2025-03-28,True,False,10:44:06,20:22:04,14.1,22.07,True,False,M02,192.168.1.15
E0080,2025-03-28,True,False,10:35:04,20:23:17,5.07,23.28,True,False,M01,192.168.1.10
E0081,2025-03-28,True,False,10:29:47,19:47:15,-0.22,-12.75,False,True,M02,192.168.1.15
E0082,2025-03-28,True,False,10:46:12,20:12:08,16.2,12.13,True,False,M03,192.168.1.20
E0083,2025-03-28,True,False,10:39:45,20:04:54,9.75,4.9,True,False,M03,192.168.1.20
E0084,2025-03-28,True,False,10:35:47,19:32:28,5.78,-27.53,True,True,M02,192.168.1.15
E0085,2025-03-28,False,,,,,,,,,
E0086,2025-03-28,True,False,10:31:48,19:30:52,1.8,-29.13,True,True,M03,192.168.1.20
E0087,2025-03-28,True,False,10:35:27,20:22:33,5.45,22.55,True,False,M01,192.168.1.10
E0088,2025-03-28,False,,,,,,,,,
E0089,2025-03-28,False,,,,,,,,,
E0090,2025-03-28,True,False,10:37:23,19:42:41,7.38,-17.32,True,True,M01,192.168.1.10
E0091,2025-03-28,True,False,,19:49:58,,-10.03,,True,M01,192.168.1.10
E0092,2025-03-28,True,False,10:27:45,20:03:01,-2.25,3.02,False,False,M03,192.168.1.20
E0093,2025-03-28,True,False,10:32:57,19:34:54,2.95,-25.1,True,True,M01,192.168.1.10
E0094,2025-03-28,True,False,10:41:17,20:16:09,11.28,16.15,True,False,M02,192.168.1.15
E0095,2025-03-28,False,,,,,,,,,
E0096,2025-03-28,True,False,10:29:38,19:45:14,-0.37,-14.77,False,True,M03,192.168.1.20
E0097,2025-03-28,True,False,10:26:08,19:41:54,-3.87,-18.1,False,True,M03,192.168.1.20
E0098,2025-03-28,True,False,10:30:41,19:44:25,0.68,-15.58,True,True,M01,192.168.1.10
E0099,2025-03-28,True,False,10:22:55,19:43:01,-7.08,-16.98,False,True,M03,192.168.1.20
E0100,2025-03-28,True,False,10:30:16,20:00:10,0.27,0.17,True,False,M02,192.168.1.15
E0001,2025-03-31,True,False,10:34:11,19:45:33,4.18,-14.45,True,True,M01,192.168.1.10
E0002,2025-03-31,False,,,,,,,,,
E0003,2025-03-31,True,False,10:28:34,19:50:24,-1.43,-9.6,False,True,M02,192.168.1.15
E0004,2025-03-31,True,False,10:28:25,20:03:00,-1.58,3.0,False,False,M03,192.168.1.20
E0005,2025-03-31,True,False,10:48:59,20:26:39,18.98,26.65,True,False,M03,192.168.1.20
E0006,2025-03-31,True,False,10:31:54,20:13:08,1.9,13.13,True,False,M01,192.168.1.10
E0007,2025-03-31,True,False,10:32:12,19:59:25,2.2,-0.58,True,True,M01,192.168.1.10
E0008,2025-03-31,True,False,10:30:47,19:33:25,0.78,-26.58,True,True,M01,192.168.1.10
E0009,2025-03-31,True,False,10:30:12,19:45:21,0.2,-14.65,True,True,M02,192.168.1.15
E0010,2025-03-31,True,False,10:28:58,19:55:37,-1.03,-4.38,False,True,M03,192.168.1.20
E0011,2025-03-31,True,False,10:27:50,19:58:34,-2.17,-1.43,False,True,M02,192.168.1.15
E0012,2025-03-31,True,False,10:28:30,19:38:04,-1.5,-21.93,False,True,M01,192.168.1.10
E0013,2025-03-31,True,False,10:27:55,20:11:42,-2.08,11.7,False,False,M01,192.168.1.10
E0014,2025-03-31,True,False,10:33:47,19:50:36,3.78,-9.4,True,True,M02,192.168.1.15
E0015,2025-03-31,True,False,10:31:52,19:57:10,1.87,-2.83,True,True,M02,192.168.1.15
E0016,2025-03-31,True,False,10:35:53,,5.88,,True,,M02,192.168.1.15
E0017,2025-03-31,True,False,10:31:08,19:46:45,1.13,-13.25,True,True,M01,192.168.1.10
E0018,2025-03-31,True,False,10:29:14,19:45:54,-0.77,-14.1,False,True,M03,192.168.1.20
E0019,2025-03-31,True,False,10:48:16,20:14:21,18.27,14.35,True,False,M02,192.168.1.15
E0020,2025-03-31,True,False,10:31:38,19:42:17,1.63,-17.72,True,True,M03,192.168.1.20
E0021,2025-03-31,True,False,10:43:08,20:09:45,13.13,9.75,True,False,M01,192.168.1.10
E0022,2025-03-31,True,False,10:32:08,20:08:25,2.13,8.42,True,False,M03,192.168.1.20
E0023,2025-03-31,True,False,10:36:40,19:47:19,6.67,-12.68,True,True,M01,192.168.1.10
E0024,2025-03-31,True,False,10:34:44,19:42:27,4.73,-17.55,True,True,M03,192.168.1.20
